pH,DO(mg/l),CODMn(mg/l),NH3-N(mg/l),本周水质
7.65,6.69,1.4,0.08,2
7.78,6.13,0.0,0.13,2
7.96,4.73,9.9,1.45,4
8.31,7.49,3.1,0.11,2
7.35,2.79,3.3,0.44,5
6.99,5.29,5.3,0.54,3
7.65,7.38,5.8,0.07,3
8.44,9.44,6.0,0.21,3
8.46,10.3,6.7,0.11,4
7.39,7.98,7.6,0.47,4
7.72,3.93,6.9,1.82,5
7.33,6.2,10.6,0.27,5
8.55,8.52,1.0,0.11,1
7.59,5.72,5.4,0.29,3
7.71,8.04,5.1,0.03,3
7.82,7.2,1.4,0.05,2
8.37,10.2,7.2,0.14,4
8.06,11.3,4.4,0.06,3
8.06,6.88,7.8,0.49,4
7.71,8.14,8.3,0.05,4
8.47,7.97,2.5,0.08,2
7.92,7.08,3.1,0.12,2
7.39,1.89,3.1,0.24,6
7.55,5.34,5.2,0.34,3
7.38,4.98,1.9,0.19,4
8.45,5.82,4.9,0.23,3
8.07,7.66,6.3,0.11,4
8.13,9.51,2.5,0.36,2
8.09,12.1,6.2,0.31,4
8.23,9.18,8.2,0.11,4
6.79,9.96,4.9,0.12,3
7.02,7.37,3.1,0.04,2
8.57,4.54,5.5,0.27,4
6.74,5.5,1.9,0.23,3
7.32,5.13,3.0,0.07,3
7.87,7.35,0.0,0.06,2
7.25,4.91,0.0,0.49,4
7.86,8.2,3.6,0.1,2
7.61,1.87,2.5,0.53,6
7.13,6.92,5.4,0.43,3
8.78,9.4,9.4,0.21,4
6.97,7.11,3.2,0.06,2
6.73,6.54,4.5,0.12,3
6.83,5.79,2.3,0.21,3
7.43,5.74,3.1,0.16,3
7.79,6.86,1.5,0.03,2
7.4,2.24,0.0,0.03,5
7.5,5.74,0.0,1.18,4
7.66,7.25,3.1,0.64,3
7.67,3.2,0.0,0.65,4
7.07,10.6,6.0,0.47,3
7.91,8.31,5.5,0.05,3
8.61,8.92,8.5,0.27,4
8.53,13.6,9.2,0.13,4
8.33,12.0,4.3,0.09,3
7.82,2.1,8.0,0.32,5
7.71,8.57,11.3,0.0,5
8.51,8.38,1.3,0.04,1
7.89,7.04,0.0,0.13,2
7.45,3.95,5.5,0.55,4
7.77,7.24,5.6,0.28,3
7.15,6.41,0.6,0.62,3
8.51,7.98,6.4,0.19,4
7.96,8.45,5.9,0.1,3
7.89,9.38,2.6,0.08,2
8.1,10.9,5.8,0.09,3
8.02,6.53,6.9,0.09,4
8.52,3.59,4.9,0.03,4
7.69,7.27,2.9,0.24,2
7.24,7.51,3.1,0.05,2
7.56,5.88,3.2,0.17,3
7.91,9.33,5.0,0.12,3
7.9,5.99,7.1,0.12,4
7.6,9.0,4.5,0.24,3
7.82,7.48,1.9,0.03,2
7.4,3.98,5.3,0.04,4
7.84,5.51,8.4,1.32,4
7.44,6.35,3.1,0.25,2
7.54,3.65,3.5,0.37,4
6.72,3.75,5.2,2.2,6
7.75,7.39,5.4,0.14,3
8.68,9.37,7.4,0.07,4
8.7,13.8,3.7,0.16,2
8.26,6.26,4.1,0.14,3
7.67,1.36,1.9,0.12,6
7.74,5.14,3.0,0.16,3
8.53,8.56,2.9,0.05,2
8.04,7.62,3.8,0.23,2
7.53,5.25,5.0,1.22,4
7.96,8.43,5.1,0.27,3
7.46,8.29,2.6,0.27,2
8.46,5.44,4.4,0.04,3
6.35,6.26,3.1,0.31,2
7.39,5.67,3.4,0.79,3
8.07,6.89,5.9,0.3,3
7.08,8.1,3.1,0.02,2
8.0,5.89,3.3,0.04,3
6.44,7.59,3.3,0.33,2
7.47,5.97,3.5,0.06,3
7.84,7.11,1.7,0.04,2
7.35,4.06,3.0,0.05,4
7.94,5.7,8.9,0.6,4
7.63,7.42,3.4,0.1,2
7.78,5.41,3.5,0.28,3
6.93,5.02,4.5,0.8,3
8.02,7.39,5.9,0.29,3
8.69,9.21,9.1,0.23,4
8.78,13.7,4.4,0.18,3
8.82,8.3,3.4,0.09,2
7.97,2.47,5.3,1.4,5
8.11,8.6,3.9,0.17,2
7.49,3.92,4.2,1.29,4
7.88,7.26,4.5,0.29,3
7.17,6.56,2.2,0.29,2
8.32,8.51,3.7,0.23,2
8.26,7.51,6.7,0.05,4
7.53,8.43,3.4,0.1,2
7.95,9.18,4.9,0.12,3
8.12,7.21,6.9,0.1,4
7.79,8.64,4.4,0.19,3
8.62,8.85,2.7,0.09,2
7.84,5.86,6.7,0.22,4
7.69,8.31,3.4,0.12,2
7.81,11.0,6.7,0.13,4
7.05,8.56,3.2,0.09,2
7.66,4.93,4.9,0.08,4
6.38,6.02,3.6,0.24,2
7.22,5.6,3.8,0.09,3
7.8,6.92,1.6,0.03,2
7.17,4.71,4.2,0.09,4
7.89,5.1,8.9,0.79,4
7.5,8.12,2.2,0.09,2
7.85,7.8,3.7,0.31,2
7.7,13.8,5.1,0.25,3
7.87,7.72,4.7,0.68,3
8.8,9.85,8.7,0.26,4
8.51,12.7,5.9,0.21,3
8.9,12.6,4.2,0.25,3
7.96,2.38,4.5,1.41,5
8.87,11.2,2.8,0.03,2
8.14,8.74,5.5,0.55,3
7.59,3.97,4.0,0.46,4
8.22,9.21,4.0,0.3,2
7.25,7.29,2.4,0.3,2
8.65,9.14,3.2,0.29,2
8.58,10.2,4.2,0.19,3
7.35,9.3,4.2,0.25,3
7.72,5.91,8.9,1.39,4
8.81,11.4,3.3,0.03,2
7.94,9.34,4.1,0.35,3
6.13,9.97,5.4,0.28,3
8.27,9.19,5.0,0.15,3
8.65,8.6,8.3,0.21,4
8.33,12.5,4.6,0.17,3
8.7,10.7,4.4,0.05,3
6.97,8.79,3.2,0.15,2
8.17,6.21,5.2,0.24,3
6.67,5.43,3.7,0.16,3
7.11,5.29,4.2,0.09,3
7.79,7.15,1.8,0.06,2
6.75,4.57,4.0,0.58,4
8.14,3.93,4.2,1.2,4
8.11,9.05,5.1,0.25,3
8.6,10.2,4.1,0.28,3
7.13,7.05,2.5,0.42,2
8.58,9.43,3.5,0.21,2
8.41,9.97,1.2,0.43,2
7.61,6.26,3.0,0.11,2
7.69,5.83,5.9,0.14,3
7.98,6.96,6.3,0.15,4
7.62,9.92,4.4,0.22,3
7.62,2.5,2.6,1.56,5
7.93,7.65,2.4,0.1,2
7.91,7.79,1.7,0.24,2
8.34,11.3,2.7,0.34,2
7.75,6.66,8.5,0.87,4
7.84,7.82,2.3,0.15,2
7.56,5.32,4.2,1.03,4
8.1,9.14,5.2,0.97,3
8.8,9.0,9.1,0.09,4
8.21,14.4,3.7,0.21,2
8.65,14.3,5.5,0.04,3
7.98,2.79,4.8,1.57,5
8.79,11.1,6.2,0.03,4
7.86,8.99,1.1,0.12,1
7.51,2.39,2.6,2.8,6
8.35,10.5,3.5,0.28,2
7.34,9.34,3.0,0.4,2
8.9,9.9,3.6,0.2,2
7.82,6.49,2.9,0.09,2
7.78,8.28,5.4,0.13,3
8.0,8.81,6.6,0.12,4
7.47,11.6,4.4,0.29,3
7.02,8.22,3.2,0.29,2
8.56,5.66,5.8,0.34,3
6.6,6.57,3.5,0.09,2
7.29,6.05,3.8,0.13,2
6.69,7.59,5.1,0.57,3
6.92,5.93,3.9,0.67,3
7.43,2.42,3.5,2.9,6
7.92,8.79,1.9,0.12,1
8.84,10.0,3.8,0.21,2
7.92,10.4,2.9,0.34,2
7.57,6.47,4.8,0.19,3
7.87,7.62,5.2,0.15,3
8.2,9.88,6.9,0.1,4
7.73,9.36,4.4,0.32,3
7.5,10.7,4.0,0.54,3
7.08,9.2,3.1,0.07,2
8.63,6.78,4.6,0.1,3
6.8,8.38,0.9,0.0,1
7.38,6.5,3.9,0.19,2
7.89,8.68,1.8,0.21,2
6.78,6.01,5.6,0.23,3
7.9,7.36,8.4,0.92,4
7.73,7.13,2.6,0.16,2
7.67,7.97,4.1,0.24,3
7.56,5.48,5.2,0.81,3
8.09,9.03,4.4,0.44,3
8.79,8.94,9.1,0.09,4
8.11,13.2,3.0,0.22,2
8.32,10.4,5.1,0.07,3
8.09,4.32,5.1,1.51,5
8.72,9.03,3.3,0.04,2
8.02,8.82,2.9,0.35,2
7.19,8.58,3.1,0.17,2
8.12,11.5,4.0,0.43,2
6.5,8.23,3.5,0.24,2
7.35,6.67,3.8,0.26,2
8.07,9.34,2.2,0.43,2
7.21,8.51,3.3,0.26,2
7.93,8.84,8.3,0.93,4
7.75,7.31,2.9,0.24,2
7.79,6.73,4.4,0.18,3
7.32,7.77,5.3,0.44,3
8.26,10.2,3.5,0.26,2
8.88,13.3,7.7,0.07,4
8.17,12.0,2.8,0.25,2
8.39,11.9,3.2,0.04,2
8.11,5.18,3.4,3.19,6
8.63,9.95,1.8,0.01,1
7.88,8.97,1.4,0.12,1
7.36,3.93,3.8,2.6,6
8.42,11.7,4.2,0.22,3
8.1,12.8,2.8,0.38,2
8.41,11.3,3.7,0.28,2
7.91,11.1,2.3,0.32,2
7.92,8.93,3.7,0.21,2
7.7,7.27,4.6,0.32,3
8.13,8.95,7.3,0.14,4
8.22,9.44,4.6,0.22,3
8.87,11.6,7.1,0.2,4
8.37,11.3,3.7,0.36,2
8.6,13.8,2.2,0.19,2
8.14,5.94,3.7,3.18,6
8.69,10.7,2.7,0.03,2
7.24,9.43,3.2,0.23,2
7.71,9.57,4.2,0.17,3
6.38,8.35,4.2,0.19,3
7.29,6.85,4.1,0.25,3
6.79,8.22,3.9,0.29,2
8.07,9.78,9.2,0.54,4
7.7,8.0,2.7,0.13,2
7.79,4.59,6.4,0.33,4
7.08,7.13,5.4,0.99,3
7.98,12.5,2.6,0.31,2
8.0,10.2,3.6,0.2,2
7.39,4.99,3.8,0.34,4
8.06,8.18,7.8,0.14,4
8.68,10.4,4.8,0.4,3
8.14,10.1,2.3,0.3,2
8.13,10.2,3.3,0.3,2
7.38,2.24,3.8,1.8,5
7.87,9.58,8.5,0.33,4
8.36,11.4,3.7,0.23,2
7.32,8.94,2.6,0.36,2
8.25,14.6,3.3,0.22,2
8.14,10.2,2.3,0.3,2
7.29,8.73,3.2,0.29,2
8.13,9.62,8.7,0.4,4
7.71,10.0,2.5,0.17,2
7.83,4.44,6.6,0.72,4
7.24,11.0,5.3,0.42,3
8.06,11.3,2.5,0.19,2
8.9,12.1,7.9,0.16,4
8.14,14.1,3.1,0.24,2
8.59,14.8,2.7,0.06,2
8.15,6.22,4.1,2.54,6
8.65,10.7,3.5,0.03,2
7.8,9.17,5.7,0.15,3
7.4,3.57,4.4,2.56,6
8.34,10.9,3.5,0.23,2
7.18,7.81,2.3,0.37,2
8.25,11.5,3.7,0.36,2
7.98,11.8,2.8,0.31,2
7.97,10.5,3.9,0.21,2
7.92,14.8,5.5,0.29,3
8.47,10.0,7.9,0.18,4
7.14,9.6,5.2,0.28,3
8.13,10.1,3.9,0.25,2
6.77,8.89,3.5,0.22,2
7.33,6.98,4.2,0.24,3
6.64,7.38,4.2,0.26,3
8.03,7.18,4.6,0.24,3
7.8,9.34,6.8,0.14,4
7.97,7.57,4.1,0.46,3
7.24,9.33,2.9,0.24,2
7.46,7.71,4.2,0.41,3
8.07,10.2,2.1,0.26,2
6.77,7.62,4.3,0.26,3
8.21,11.0,8.8,0.35,4
7.67,10.0,2.3,0.32,2
7.92,5.32,6.9,0.78,4
7.59,8.34,5.7,0.46,3
8.14,12.9,3.4,0.13,2
8.84,11.8,8.0,0.08,4
7.91,13.9,2.7,0.25,2
8.27,11.5,3.0,0.1,2
8.17,6.86,3.2,1.86,5
8.69,11.7,3.0,0.01,2
7.78,8.61,5.0,0.13,3
7.47,4.37,3.6,2.81,6
8.38,11.2,3.6,0.23,2
7.19,7.41,3.0,0.35,2
8.36,11.3,4.0,0.35,2
8.02,11.6,2.4,0.37,2
8.1,10.1,3.8,0.21,2
8.32,12.3,5.3,0.28,3
7.21,8.25,3.1,0.72,3
8.27,10.2,3.7,0.22,2
8.29,11.4,3.2,0.35,2
8.02,11.6,2.4,0.37,2
8.19,10.5,3.6,0.22,2
8.34,11.3,5.8,0.57,3
6.83,9.03,6.7,0.14,4
8.29,7.91,4.4,0.27,3
8.37,13.3,3.5,0.11,2
7.73,9.56,5.5,0.54,3
8.85,11.0,6.4,0.08,4
7.85,12.5,2.8,0.28,2
8.34,12.4,4.2,0.13,3
8.08,7.33,3.3,3.41,6
8.74,11.8,3.6,0.07,2
8.08,11.2,5.1,0.74,3
7.55,4.41,4.3,4.03,6
7.25,7.17,3.1,0.21,2
8.08,8.31,4.6,0.37,3
7.5,10.2,2.3,0.27,2
7.34,8.27,3.8,0.49,2
8.06,9.91,2.2,0.29,2
6.93,7.57,3.7,0.26,2
8.25,10.6,9.2,0.59,4
7.81,9.75,2.6,0.3,2
7.94,5.91,7.2,1.42,4
6.93,7.58,3.6,0.26,2
8.74,14.8,5.6,0.18,3
8.26,11.2,3.7,0.15,2
8.49,12.0,4.1,0.43,3
7.18,7.83,3.1,0.12,2
7.82,11.2,6.3,0.37,4
7.39,10.6,3.5,0.27,2
7.36,8.92,3.6,0.3,2
7.95,8.89,2.3,0.36,2
8.0,7.48,1.9,0.2,2
8.35,12.1,10.0,0.4,4
7.53,9.72,2.9,0.37,2
7.92,5.96,7.1,1.3,4
7.79,8.78,5.4,0.95,3
8.42,14.3,4.3,0.07,3
8.89,13.5,6.2,0.07,4
7.78,12.2,3.0,0.29,2
8.64,13.4,6.1,2.6,6
8.8,12.7,4.3,0.01,3
8.13,13.3,5.1,0.23,3
7.63,8.27,3.6,1.6,5
8.36,11.8,4.1,0.21,3
6.93,7.0,2.8,0.28,2
8.23,12.6,3.1,0.34,2
8.06,13.9,2.9,0.4,2
6.78,8.21,7.5,0.18,4
7.27,8.07,3.0,0.18,2
8.19,11.1,3.8,0.45,2
7.4,10.8,5.6,0.37,3
7.13,9.07,3.5,0.38,2
8.05,9.44,2.3,0.34,2
8.91,7.11,6.3,0.04,4
7.85,12.7,10.4,0.34,5
7.66,9.02,2.6,0.29,2
7.97,7.66,6.5,0.96,4
7.85,5.77,5.8,2.61,6
8.39,9.99,3.5,0.07,2
8.71,11.6,5.0,0.12,3
7.66,11.1,3.3,0.29,2
8.23,13.5,4.9,0.13,3
8.44,12.6,0.0,1.62,5
8.88,12.6,3.8,0.07,2
7.97,11.7,8.5,0.71,4
7.6,9.52,4.2,1.7,5
8.49,13.3,4.2,0.2,3
6.9,7.4,2.9,0.36,2
8.27,13.6,3.0,0.34,2
8.03,13.0,4.2,0.28,3
8.4,11.6,3.9,0.08,2
8.28,12.5,6.2,0.13,4
6.74,7.12,7.2,0.52,4
7.66,10.1,6.9,0.58,4
7.23,7.99,3.1,0.25,2
7.96,11.1,3.9,0.62,3
7.37,11.1,3.5,0.4,2
7.28,7.7,3.8,0.4,2
8.02,9.6,2.6,0.35,2
8.83,7.1,6.2,0.14,4
7.81,12.4,10.9,0.38,5
7.77,9.35,2.7,0.35,2
7.85,7.03,6.6,2.02,6
7.44,7.25,5.5,1.24,4
8.2,9.99,3.2,0.16,2
8.76,11.6,5.6,0.16,3
7.62,9.09,3.0,0.26,2
8.11,11.8,4.2,0.3,3
8.25,7.88,4.0,6.74,6
8.84,12.4,0.0,0.0,1
7.99,12.9,10.3,0.52,5
7.57,8.45,4.0,1.47,4
6.84,7.3,2.6,0.79,3
8.04,12.9,4.5,0.45,3
8.32,10.4,3.8,0.23,2
7.83,9.94,6.4,0.37,4
6.77,6.5,7.1,0.64,4
7.74,12.5,6.8,0.11,4
7.08,6.73,3.1,0.13,2
8.76,7.31,4.6,0.19,3
7.39,11.2,1.5,0.51,3
7.2,8.13,4.0,0.43,2
8.06,7.46,4.1,7.42,6
8.65,11.6,5.1,0.04,3
7.86,11.9,11.4,0.37,5
7.5,7.75,4.9,2.45,6
8.33,12.9,4.4,0.2,3
6.9,7.73,2.8,0.65,3
8.29,14.4,3.1,0.29,2
8.05,12.5,4.3,0.66,3
8.17,8.89,3.9,0.45,2
7.58,7.81,5.9,0.86,3
6.79,8.23,6.8,0.3,4
7.8,9.91,3.9,0.42,2
7.79,11.9,10.6,0.51,5
7.85,9.32,2.8,0.1,2
7.82,6.84,7.2,2.77,6
7.21,8.48,5.7,1.02,4
8.18,10.9,3.4,0.28,2
8.85,14.0,6.9,0.09,4
7.74,10.5,3.0,0.25,2
8.21,13.7,4.5,0.71,3
7.98,9.74,2.9,0.32,2
7.49,11.9,6.6,0.16,4
7.26,7.27,3.1,0.41,2
6.85,8.17,6.3,0.23,4
7.77,14.8,0.0,0.51,3
7.42,11.2,2.9,0.48,2
7.08,8.41,4.6,0.37,3
7.96,9.74,3.1,0.35,2
8.66,7.11,2.2,0.04,2
7.7,10.7,9.1,0.98,4
7.74,9.74,2.5,0.08,2
7.85,7.27,7.2,2.46,6
6.98,8.84,5.8,1.21,4
8.15,10.2,3.1,0.53,3
8.82,13.6,7.3,0.11,4
7.63,10.0,3.4,0.19,2
8.19,10.2,6.7,0.28,4
8.11,9.35,4.9,7.24,6
8.74,10.7,3.5,0.0,2
7.68,10.0,8.2,1.01,4
7.55,8.18,4.5,2.54,6
8.04,8.76,3.9,0.53,3
6.82,6.99,3.3,0.36,2
8.3,14.4,2.9,0.17,2
8.0,11.4,4.4,0.5,3
8.23,8.54,3.6,0.65,3
7.45,5.99,5.3,0.55,3
7.32,10.4,6.4,0.36,4
7.84,3.76,6.2,4.01,6
8.14,10.1,6.4,0.23,4
8.6,10.2,4.8,0.02,3
7.62,10.0,6.1,1.5,4
7.54,8.43,4.7,3.04,6
8.03,9.15,3.9,0.25,2
6.85,6.75,3.7,0.44,2
8.14,12.0,2.8,0.33,2
8.0,10.9,3.0,0.29,2
8.25,8.39,3.7,0.8,3
7.31,5.04,5.6,1.29,4
6.82,7.5,6.2,0.25,4
7.52,10.4,4.1,0.61,3
7.21,8.14,3.2,0.44,2
7.15,10.1,6.5,0.5,4
7.34,10.4,3.9,0.52,3
6.96,8.24,4.4,0.48,3
7.97,9.55,3.7,0.36,2
8.56,6.33,3.4,0.17,2
7.66,9.86,8.3,1.77,5
7.71,9.41,2.9,0.1,2
7.82,6.58,6.5,2.51,6
7.49,7.1,5.4,1.6,5
8.07,8.44,2.5,0.59,3
8.67,13.3,7.2,0.56,4
7.68,9.3,3.2,0.22,2
7.45,10.6,3.5,0.4,2
8.09,10.8,6.6,0.19,4
7.97,9.62,3.4,0.31,2
8.63,6.79,4.8,0.15,3
7.76,10.1,8.8,1.04,4
7.64,8.89,2.9,0.11,2
7.82,7.13,6.5,2.4,6
7.16,6.03,4.8,1.89,5
8.13,11.2,2.9,0.76,3
7.8,6.76,7.3,0.74,4
7.73,7.55,4.3,2.36,6
8.48,9.8,6.0,0.03,3
7.82,12.3,5.9,0.43,3
7.42,10.0,4.9,3.6,6
8.05,10.1,3.8,0.14,2
6.8,6.59,3.8,0.56,3
8.03,12.1,2.5,0.4,2
7.97,11.4,1.6,0.37,2
8.08,10.1,4.2,0.35,3
7.66,7.86,5.3,0.82,3
6.77,8.87,5.7,0.22,3
7.81,13.0,4.1,0.68,3
8.78,10.9,6.4,1.18,4
7.53,9.45,3.3,0.25,2
7.2,8.45,4.1,0.39,3
8.02,9.45,3.3,0.42,2
7.11,8.56,4.0,0.37,2
7.73,10.2,7.7,0.87,4
7.69,9.41,2.6,0.1,2
7.83,8.08,7.4,1.87,5
7.26,7.4,4.5,1.43,4
8.2,11.9,2.9,0.59,3
8.8,10.4,7.4,0.88,4
7.62,8.38,3.0,0.3,2
8.06,10.1,4.5,0.35,3
7.89,6.81,7.7,1.24,4
8.25,8.97,4.8,1.18,4
8.5,9.64,5.8,0.09,3
8.06,14.1,5.2,0.15,3
7.62,11.7,7.1,3.63,6
8.1,10.7,4.1,0.16,3
6.86,7.09,2.5,0.54,3
8.12,14.5,2.4,0.36,2
8.07,12.8,1.7,0.33,2
8.44,13.0,4.5,0.11,3
7.91,10.6,5.3,0.54,3
6.68,10.6,4.9,0.22,3
7.8,12.0,4.1,1.1,4
7.34,8.99,3.1,0.49,2
7.15,9.94,6.2,0.68,4
7.47,10.8,3.7,0.4,2
8.56,7.01,3.8,0.18,2
8.34,10.3,2.1,0.24,2
8.08,10.8,2.1,0.19,2
8.38,9.82,3.2,0.42,2
7.93,9.86,3.9,0.4,2
8.05,11.8,3.0,0.24,2
8.03,10.8,3.6,1.61,5
8.28,9.11,2.0,0.1,1
8.61,12.8,2.4,0.51,3
8.32,9.3,2.2,2.43,6
8.09,10.4,0.0,6.83,6
8.33,10.5,3.0,1.01,4
7.46,11.4,1.8,0.22,2
8.37,10.3,2.6,0.21,2
8.03,10.8,2.0,0.19,2
8.33,9.75,3.4,0.61,3
8.03,9.71,3.7,0.38,2
8.03,12.1,2.9,0.35,2
7.96,10.3,3.5,1.6,5
8.28,8.76,2.2,0.12,2
8.53,12.3,2.7,0.46,2
8.21,9.61,3.9,2.12,6
8.04,10.4,0.0,7.77,6
8.4,11.1,2.9,1.3,4
7.61,11.2,2.5,0.21,2
8.34,10.0,2.0,0.23,2
7.86,9.16,2.2,0.19,2
8.32,10.2,3.2,0.5,2
8.08,9.62,2.8,0.35,2
8.02,12.5,2.6,0.34,2
8.0,9.93,3.9,1.45,4
8.21,7.97,1.6,0.12,1
8.49,11.3,3.8,0.52,3
8.3,9.33,3.4,1.73,5
7.9,9.84,0.0,7.19,6
8.42,10.6,3.5,0.53,3
6.97,9.73,2.1,0.21,2
8.09,9.71,1.7,0.33,2
7.98,9.95,2.4,0.17,2
8.29,9.93,3.3,0.53,3
8.02,9.53,2.6,0.36,2
8.06,12.3,3.4,0.32,2
7.97,9.95,4.4,0.96,3
8.19,10.0,2.4,0.09,2
8.51,10.9,3.8,0.34,2
8.78,8.7,3.2,1.67,5
7.84,9.34,0.0,6.78,6
8.45,10.4,3.5,0.46,2
6.66,9.19,1.7,0.18,2
7.96,10.2,2.6,0.08,2
8.01,8.28,1.9,0.18,2
7.8,8.5,2.2,0.12,2
8.2,8.52,3.7,0.4,2
8.01,8.71,2.7,0.2,2
7.95,7.33,4.4,0.25,3
7.61,8.49,2.1,0.15,2
8.37,9.54,3.2,0.3,2
8.21,7.32,3.0,0.68,3
7.74,6.99,0.0,3.74,6
8.45,8.68,3.5,0.17,2
8.07,10.6,4.0,0.24,2
7.18,8.69,2.3,0.17,2
8.0,8.17,1.9,0.17,2
7.84,8.45,2.5,0.12,2
8.23,8.25,3.8,0.36,2
7.89,8.55,2.8,0.17,2
7.9,8.97,4.2,0.4,3
7.8,10.3,2.0,0.14,1
8.33,9.28,3.7,0.25,2
8.15,7.02,2.7,0.51,3
7.66,6.98,0.0,2.06,6
8.49,8.69,3.1,0.22,2
8.2,10.7,3.5,0.21,2
7.98,7.97,2.2,0.22,2
7.84,8.29,3.1,0.15,2
8.12,7.89,4.4,0.33,3
7.73,7.95,2.8,0.15,2
8.0,9.57,3.8,0.17,2
7.65,9.67,2.5,0.15,2
8.27,8.45,4.2,0.16,3
8.15,7.32,2.6,0.58,3
7.61,6.05,0.0,2.7,6
8.49,8.13,2.6,0.17,2
7.88,7.54,4.7,0.18,3
7.32,8.41,2.4,0.17,2
7.99,8.03,2.5,0.16,2
7.45,6.83,3.0,0.11,2
8.27,8.25,3.6,0.43,2
8.22,8.06,2.9,0.29,2
8.11,8.0,3.3,0.26,2
7.84,7.23,6.8,0.39,4
8.7,10.2,2.0,0.14,1
8.24,12.1,2.9,0.27,2
8.02,4.56,2.5,0.45,4
7.45,5.36,0.0,3.1,6
8.43,8.55,3.9,0.31,2
7.47,8.51,1.3,0.19,2
8.11,7.66,2.1,0.09,2
8.04,6.84,2.6,0.12,2
8.05,6.02,3.7,0.15,2
7.69,6.71,2.4,0.21,2
7.9,7.42,4.4,0.2,3
8.5,8.08,5.2,0.23,3
7.81,7.01,2.5,0.17,2
8.29,10.1,2.7,0.17,2
7.98,6.33,2.7,0.37,2
7.44,3.33,0.0,4.43,6
8.18,6.86,3.9,0.16,2
6.81,9.32,3.1,0.2,2
8.19,7.77,2.7,0.08,2
8.1,6.99,2.4,0.15,2
7.95,5.84,3.6,0.13,3
7.68,6.99,2.8,0.09,2
7.7,6.94,4.5,0.21,3
8.09,6.8,6.0,0.83,3
7.8,6.81,2.1,0.16,2
8.2,9.11,2.6,0.16,2
7.96,6.43,2.6,0.32,2
7.51,7.01,0.0,2.68,6
8.35,6.91,2.6,0.12,2
6.84,6.83,2.4,0.22,2
8.35,6.84,2.3,0.11,2
8.07,8.2,3.7,0.13,2
8.1,7.07,3.1,0.18,2
7.95,6.28,4.1,0.17,3
7.58,7.16,2.7,0.07,2
8.07,7.26,4.2,0.22,3
6.8,5.7,1.6,0.24,3
8.1,6.74,2.3,0.16,2
7.67,8.0,2.3,0.14,2
8.02,6.77,3.8,0.28,2
7.45,4.5,0.0,0.34,4
7.87,8.03,4.0,0.18,2
8.04,7.96,3.4,0.12,2
8.05,7.06,3.2,0.2,2
8.13,6.28,3.9,0.27,2
7.75,6.54,2.1,0.11,2
7.96,8.26,4.5,0.24,3
7.75,5.86,5.3,0.16,3
8.05,5.09,2.4,0.08,3
8.19,8.87,2.8,0.16,2
8.03,6.95,2.9,0.19,2
7.61,5.22,0.0,1.04,4
8.31,6.46,1.7,0.12,2
7.22,6.68,1.3,0.3,2
8.06,7.97,3.1,0.07,2
8.1,7.11,3.4,0.22,2
8.24,6.23,4.5,0.27,3
7.82,6.19,2.8,0.09,2
7.76,7.61,4.3,0.27,3
7.62,5.04,3.8,0.15,3
8.07,5.42,2.1,0.07,3
8.2,9.01,2.4,0.14,2
8.02,7.28,3.0,0.21,2
7.48,3.38,0.0,0.35,4
8.41,6.65,2.5,0.26,2
7.43,7.24,1.6,0.24,2
7.92,7.92,3.5,0.25,2
7.55,7.07,0.0,0.7,3
8.39,6.48,1.5,0.34,2
8.07,7.9,3.5,0.11,2
8.22,7.32,2.6,0.22,2
7.74,5.95,4.1,0.53,3
7.59,7.02,2.9,0.12,2
7.92,8.18,3.7,0.27,2
7.72,5.53,1.9,0.28,3
8.09,7.03,2.9,0.08,2
8.12,9.01,2.0,0.22,2
8.28,6.9,4.0,0.46,2
8.07,7.99,4.2,0.14,3
8.05,7.16,2.5,0.12,2
8.22,7.09,3.4,0.4,2
7.75,8.14,1.8,0.13,1
8.45,6.69,1.6,0.21,2
7.07,4.13,6.7,3.68,6
7.8,8.33,3.8,0.24,2
7.97,6.0,2.6,0.27,2
8.11,6.62,2.3,0.08,2
8.22,9.82,1.9,0.23,2
7.93,6.84,5.7,0.43,3
7.62,4.91,4.5,0.67,4
8.15,10.4,2.4,0.23,2
7.95,6.25,5.2,0.82,3
7.46,10.0,4.8,3.29,6
8.32,6.33,1.5,0.1,2
7.72,8.94,3.8,0.26,2
7.73,5.27,4.6,0.31,3
8.16,8.32,2.5,0.09,2
8.09,7.41,1.4,0.12,2
8.22,7.64,1.9,0.09,1
8.16,7.24,4.3,0.32,3
7.09,7.06,2.2,0.51,3
8.37,7.88,2.7,0.3,2
7.14,8.44,3.1,0.12,2
7.71,8.89,3.9,0.22,2
7.27,8.8,3.0,0.22,2
8.22,10.7,2.2,0.1,2
8.21,9.94,3.0,0.17,2
8.12,8.45,6.0,0.24,3
7.46,9.34,9.7,4.46,6
8.34,7.11,1.7,0.22,2
7.78,4.9,5.8,1.17,4
8.19,7.68,2.9,0.13,2
8.13,7.29,1.8,0.08,2
8.02,6.66,5.4,0.89,3
8.16,7.79,2.8,0.17,2
8.25,7.1,2.3,0.26,2
8.12,10.6,6.3,0.25,4
7.73,9.49,2.9,0.13,2
7.73,9.3,4.1,0.24,3
7.78,4.89,6.4,0.45,4
8.28,11.5,2.1,0.15,2
8.02,8.26,3.1,0.16,2
8.08,6.88,5.4,0.95,3
7.22,4.2,11.0,2.84,6
8.51,6.97,1.6,0.11,2
